Game,Team,Name,Points,Temp Points,Multiplier
SURVIVALGAMES,team,Total-,2187.0,2187.0,1.0
SURVIVALGAMES,team,YellowMandy,739.0,739.0,1.0
SURVIVALGAMES,team,LittleBubble64,388.0,388.0,1.0
SURVIVALGAMES,team,TheWander02,372.0,372.0,1.0
SURVIVALGAMES,team,Ryan_7777,688.0,688.0,1.0
SURVIVALGAMES,GasStationSushi,Total-,184.0,184.0,1.0
SURVIVALGAMES,GasStationSushi,Lord_Beaker,40.0,40.0,1.0
SURVIVALGAMES,GasStationSushi,candleflint,88.0,88.0,1.0
SURVIVALGAMES,GasStationSushi,Gink0_,32.0,32.0,1.0
SURVIVALGAMES,GasStationSushi,Stan_D_Man,24.0,24.0,1.0
SURVIVALGAMES,better team,Total-,1536.0,1536.0,1.0
SURVIVALGAMES,better team,kaylinnn,631.0,631.0,1.0
SURVIVALGAMES,better team,Zombeescott,248.0,248.0,1.0
SURVIVALGAMES,better team,Mu7u,342.0,342.0,1.0
SURVIVALGAMES,better team,Dellphoenix,315.0,315.0,1.0
SURVIVALGAMES,Barack O-Bombers,Total-,665.0,665.0,1.0
SURVIVALGAMES,Barack O-Bombers,HIGHFLY100,230.0,230.0,1.0
SURVIVALGAMES,Barack O-Bombers,cardsandhuskers,139.0,139.0,1.0
SURVIVALGAMES,Barack O-Bombers,imaduck_lol,120.0,120.0,1.0
SURVIVALGAMES,Barack O-Bombers,j_scotty_,176.0,176.0,1.0
SURVIVALGAMES,Girth Control,Total-,419.0,419.0,1.0
SURVIVALGAMES,Girth Control,_savannah,259.0,259.0,1.0
SURVIVALGAMES,Girth Control,nxva_ii,96.0,96.0,1.0
SURVIVALGAMES,Girth Control,R41NY__,48.0,48.0,1.0
SURVIVALGAMES,Girth Control,TreeGameDev,16.0,16.0,1.0
SURVIVALGAMES,placeholder name,Total-,635.0,635.0,1.0
SURVIVALGAMES,placeholder name,Pope_Dog,291.0,291.0,1.0
SURVIVALGAMES,placeholder name,Pancake_Manz,104.0,104.0,1.0
SURVIVALGAMES,placeholder name,SeasonPower,128.0,128.0,1.0
SURVIVALGAMES,placeholder name,Mr_Diamond_2000,112.0,112.0,1.0
SURVIVALGAMES,alquesadia,Total-,531.0,531.0,1.0
SURVIVALGAMES,alquesadia,dhaan007,160.0,160.0,1.0
SURVIVALGAMES,alquesadia,Lord_The_Kaizer,8.0,8.0,1.0
SURVIVALGAMES,alquesadia,Minearhero,56.0,56.0,1.0
SURVIVALGAMES,alquesadia,foxxytwelve,307.0,307.0,1.0
SURVIVALGAMES,Team 7,Total-,1362.0,1362.0,1.0
SURVIVALGAMES,Team 7,iheartburgers,224.0,224.0,1.0
SURVIVALGAMES,Team 7,bubbaheaton,275.0,275.0,1.0
SURVIVALGAMES,Team 7,Samyntha,283.0,283.0,1.0
SURVIVALGAMES,Team 7,Mztt,580.0,580.0,1.0
SURVIVALGAMES,team crafted,Total-,652.0,652.0,1.0
SURVIVALGAMES,team crafted,snailberry,72.0,72.0,1.0
SURVIVALGAMES,team crafted,ThatOneAsianBoi,0.0,0.0,1.0
SURVIVALGAMES,team crafted,GoodGuySam,361.0,361.0,1.0
SURVIVALGAMES,team crafted,maxsm_,219.0,219.0,1.0
BUILDBATTLE,team,Total-,3083.0,899.0,1.0
BUILDBATTLE,team,YellowMandy,963.0,224.75,1.0
BUILDBATTLE,team,LittleBubble64,612.0,224.75,1.0
BUILDBATTLE,team,TheWander02,596.0,224.75,1.0
BUILDBATTLE,team,Ryan_7777,912.0,224.75,1.0
BUILDBATTLE,GasStationSushi,Total-,1032.0,849.0,1.0
BUILDBATTLE,GasStationSushi,Lord_Beaker,252.0,212.25,1.0
BUILDBATTLE,GasStationSushi,candleflint,300.0,212.25,1.0
BUILDBATTLE,GasStationSushi,Gink0_,244.0,212.25,1.0
BUILDBATTLE,GasStationSushi,Stan_D_Man,236.0,212.25,1.0
BUILDBATTLE,better team,Total-,2208.0,674.0,1.0
BUILDBATTLE,better team,kaylinnn,799.0,168.5,1.0
BUILDBATTLE,better team,Zombeescott,416.0,168.5,1.0
BUILDBATTLE,better team,Mu7u,510.0,168.5,1.0
BUILDBATTLE,better team,Dellphoenix,483.0,168.5,1.0
BUILDBATTLE,Barack O-Bombers,Total-,1373.0,709.0,1.0
BUILDBATTLE,Barack O-Bombers,HIGHFLY100,407.0,177.25,1.0
BUILDBATTLE,Barack O-Bombers,cardsandhuskers,316.0,177.25,1.0
BUILDBATTLE,Barack O-Bombers,imaduck_lol,297.0,177.25,1.0
BUILDBATTLE,Barack O-Bombers,j_scotty_,353.0,177.25,1.0
BUILDBATTLE,Girth Control,Total-,1203.0,784.0,1.0
BUILDBATTLE,Girth Control,_savannah,455.0,196.0,1.0
BUILDBATTLE,Girth Control,nxva_ii,292.0,196.0,1.0
BUILDBATTLE,Girth Control,R41NY__,244.0,196.0,1.0
BUILDBATTLE,Girth Control,TreeGameDev,212.0,196.0,1.0
BUILDBATTLE,placeholder name,Total-,1499.0,864.0,1.0
BUILDBATTLE,placeholder name,Pope_Dog,507.0,216.0,1.0
BUILDBATTLE,placeholder name,Pancake_Manz,320.0,216.0,1.0
BUILDBATTLE,placeholder name,SeasonPower,344.0,216.0,1.0
